,collection,noise_level,log_name,trace_length,event_class_size,unique_traces,log_size
15928,input,train,log_18490_1708943186.xes,4.48040172966941,11.0,67.0,7169.0
15929,input,train,log_14615_1708943186.xes,6.0,8.0,8.0,5746.0
15930,input,train,log_19760_1708943240.xes,6.0,6.0,24.0,2725.0
15931,input,train,log_18405_1708943186.xes,11.381938911022576,12.0,1763.0,3765.0
15932,input,train,log_18588_1708943239.xes,6.996409831538249,7.0,801.0,3621.0
15933,input,train,log_17989_1708943187.xes,5.63801139306059,7.0,1067.0,5793.0
15934,input,train,log_17674_1708943239.xes,8.033073322932918,11.0,1957.0,3205.0
15935,input,train,log_19679_1708943239.xes,5.333333333333333,10.0,1446.0,3816.0
15936,input,train,log_15827_1708943187.xes,8.083793276467636,7.0,836.0,3986.0
15937,input,train,log_19175_1708943241.xes,2.170960946362016,12.0,874.0,6171.0
15938,input,train,log_18229_1708943157.xes,30.274098258706466,12.0,3485.0,6432.0
15939,input,train,log_15567_1708943176.xes,9.112082492714638,11.0,1326.0,4461.0
15940,input,train,log_16315_1708943172.xes,8.487908961593172,9.0,85.0,5624.0
15941,input,train,log_19586_1708943239.xes,11.344250622997508,13.0,2398.0,2809.0
15942,input,train,log_16586_1708943242.xes,6.02297410192147,7.0,512.0,2394.0
15943,input,train,log_17899_1708943172.xes,12.92054641761918,7.0,1345.0,3587.0
15944,input,train,log_16918_1708943240.xes,2.66104626026805,8.0,7.0,6939.0
15945,input,train,log_17092_1708943240.xes,5.653659301049992,7.0,5.0,6381.0
15946,input,train,log_16752_1708943239.xes,5.021761031634092,6.0,1272.0,4963.0
15947,input,train,log_17003_1708943239.xes,5.701437066402379,11.0,3491.0,4036.0
15948,input,train,log_19422_1708943241.xes,5.018961253091509,6.0,583.0,3639.0
15949,input,train,log_17403_1708943187.xes,12.39568345323741,13.0,1475.0,2919.0
15950,input,train,log_18504_1708943239.xes,5.19187725631769,10.0,2184.0,5540.0
15951,input,train,log_16985_1708943186.xes,6.0787106446776615,12.0,1123.0,6670.0
15952,input,train,log_17675_1708943242.xes,7.001095290251917,7.0,391.0,1826.0
15953,input,train,log_19344_1708943240.xes,6.892681426814268,7.0,1174.0,3252.0
15954,input,train,log_17596_1708943241.xes,8.3118889940082,11.0,1488.0,3171.0
15955,input,train,log_16250_1708943239.xes,6.986734693877551,11.0,3126.0,4900.0
15956,input,train,log_16421_1708943240.xes,10.179713340683572,12.0,54.0,2721.0
15957,input,train,log_19009_1708943240.xes,6.509346733668342,8.0,1755.0,4975.0
15958,input,train,log_19761_1708943243.xes,3.355987055016181,7.0,746.0,3090.0
15959,input,train,log_16319_1708943186.xes,9.796366898407715,11.0,3682.0,4459.0
15960,input,train,log_17004_1708943243.xes,3.552361980648833,8.0,972.0,3514.0
15961,input,train,log_18085_1708943241.xes,2.19348687105765,7.0,18.0,6817.0
15962,input,train,log_18484_1708943171.xes,7.408880251158618,12.0,3140.0,6689.0
15963,input,train,log_17415_1708943242.xes,3.994301288404361,5.0,464.0,4036.0
15964,input,train,log_16648_1708943177.xes,6.002073828287018,7.0,563.0,2411.0
15965,input,train,log_16667_1708943239.xes,6.992871924580363,12.0,1199.0,4349.0
15966,input,train,log_16167_1708943242.xes,3.1374888691006233,8.0,19.0,5615.0
15967,input,train,log_17751_1708943241.xes,5.000561482313307,5.0,848.0,7124.0
15968,input,train,log_15259_1708943239.xes,6.998924731182796,8.0,1911.0,4650.0
15969,input,train,log_19507_1708943243.xes,6.0,7.0,2.0,2286.0
15970,input,train,log_15651_1708943171.xes,12.64070902210715,13.0,2655.0,5021.0
15971,input,train,log_15175_1708943238.xes,4.803269202950962,6.0,1079.0,6913.0
15972,input,train,log_15754_1708943241.xes,4.42090813093981,6.0,1167.0,4735.0
15973,input,train,log_15260_1708943243.xes,4.501971830985916,6.0,9.0,3550.0
15974,input,train,log_17739_1708943186.xes,14.774073009485484,12.0,2286.0,3479.0
15975,input,train,log_15988_1708943179.xes,3.105667060212515,6.0,280.0,1694.0
15976,input,train,log_16231_1708943179.xes,4.963922294172063,11.0,330.0,1081.0
15977,input,train,log_15103_1708943186.xes,13.442864953526517,12.0,1761.0,3658.0
15978,input,train,log_17834_1708943240.xes,3.783806578577453,12.0,38.0,7114.0
15979,input,train,log_14275_1708943170.xes,13.254485819023731,11.0,1651.0,5183.0
15980,input,train,log_19157_1708943186.xes,9.497392438070404,13.0,5129.0,6136.0
15981,input,train,log_19680_1708943243.xes,6.408724832214765,11.0,1347.0,2980.0
15982,input,train,log_17922_1708943241.xes,8.484839734334392,10.0,83.0,3463.0
15983,input,train,log_19839_1708943242.xes,6.003809523809524,6.0,665.0,4200.0
15984,input,train,log_15488_1708943185.xes,9.29420035149385,9.0,329.0,5690.0
15985,input,train,log_14111_1708943177.xes,5.974591651542649,6.0,826.0,2204.0
15986,input,train,log_16335_1708943242.xes,2.7631136044880784,7.0,6.0,7130.0
15987,input,train,log_16061_1708943170.xes,12.487312273433455,13.0,2964.0,5793.0
15988,input,train,log_18922_1708943241.xes,2.8986059811747884,11.0,298.0,8393.0
15989,input,train,log_15340_1708943243.xes,3.840846726773814,11.0,896.0,5102.0
15990,input,train,log_16902_1708943178.xes,3.8418217433888344,12.0,198.0,4084.0
15991,input,train,log_17396_1708943166.xes,17.28048568950564,13.0,3053.0,5765.0
15992,input,train,log_19087_1708943240.xes,7.781062801932367,14.0,1596.0,5175.0
15993,input,train,log_15677_1708943240.xes,8.898637820512821,14.0,1075.0,4992.0
15994,input,train,log_15485_1708943179.xes,2.4850068775790923,5.0,4.0,3635.0
15995,input,train,log_15844_1708943242.xes,11.394395078605605,12.0,1278.0,2926.0
15996,input,train,log_18420_1708943240.xes,14.409529553679132,12.0,1457.0,3316.0
15997,input,train,log_17174_1708943242.xes,6.50010764262648,12.0,1998.0,4645.0
15998,input,train,log_17576_1708943185.xes,14.503619047619047,12.0,2482.0,5250.0
15999,input,train,log_16230_1708943177.xes,5.340829694323144,8.0,7.0,4580.0
16000,input,train,log_18173_1708943242.xes,7.876185721417873,13.0,725.0,4006.0
16001,input,train,log_17254_1708943243.xes,6.119181034482758,13.0,817.0,4640.0
16002,input,train,log_15320_1708943179.xes,5.596228032576082,6.0,31.0,2333.0
16003,input,train,log_16983_1708943176.xes,3.341825593245014,13.0,1193.0,6869.0
16004,input,train,log_16083_1708943242.xes,5.497884803123983,7.0,16.0,6146.0
16005,input,train,log_16064_1708943178.xes,4.99164979757085,6.0,1400.0,3952.0
16006,input,train,log_15484_1708943176.xes,5.016550987720235,6.0,987.0,5619.0
16007,input,train,log_16147_1708943179.xes,4.9908906882591095,6.0,956.0,2964.0
16008,input,train,log_17399_1708943176.xes,8.100111856823267,7.0,948.0,3576.0
16009,input,train,log_15120_1708943240.xes,7.081723891273247,11.0,3091.0,5592.0
16010,input,train,log_17737_1708943179.xes,5.001092896174863,5.0,506.0,3660.0
16011,input,train,log_18654_1708943177.xes,9.995547309833023,11.0,1270.0,2695.0
16012,input,train,log_16316_1708943174.xes,10.151464435146444,8.0,1806.0,7170.0
16013,input,train,log_19260_1708943242.xes,7.0,8.0,4.0,6600.0
16014,input,train,log_18320_1708943177.xes,7.413954851949575,10.0,1202.0,3411.0
16015,input,train,log_18235_1708943178.xes,5.983737921282112,7.0,2.0,4243.0
16016,input,train,log_15424_1708943239.xes,6.727103052926276,9.0,669.0,7501.0
16017,input,train,log_15654_1708943179.xes,6.450798722044729,6.0,1147.0,3130.0
16018,input,train,log_16736_1708943178.xes,5.126659856996936,7.0,18.0,4895.0
16019,input,train,log_16251_1708943243.xes,6.555032925682032,12.0,512.0,5315.0
16020,input,train,log_17734_1708943168.xes,12.45176960444136,12.0,2897.0,7205.0
16021,input,train,log_17071_1708943177.xes,8.398952302178108,11.0,2520.0,3627.0
16022,input,train,log_17986_1708943177.xes,7.997282608695652,7.0,894.0,3680.0
16023,input,train,log_18738_1708943177.xes,5.06719022687609,7.0,95.0,6876.0
16024,input,train,log_16649_1708943179.xes,3.9954187282389593,7.0,8.0,5457.0
16025,input,train,log_17333_1708943241.xes,9.718885987815492,14.0,1861.0,5745.0
16026,input,train,log_18658_1708943185.xes,5.0,5.0,1.0,1942.0
16027,input,train,log_15321_1708943180.xes,6.0,6.0,20.0,2348.0
16028,input,train,log_15319_1708943177.xes,8.280088604479449,10.0,2205.0,4063.0
16029,input,train,log_19153_1708943177.xes,6.01637323943662,6.0,1142.0,5680.0
16030,input,train,log_17649_1708943176.xes,5.671090182648402,12.0,1209.0,7008.0
16031,input,train,log_15823_1708943177.xes,10.986490455212921,10.0,1500.0,3405.0
16032,input,train,log_15657_1708943184.xes,4.41495652173913,13.0,697.0,2875.0
16033,input,train,log_17235_1708943177.xes,5.24559686888454,7.0,4.0,6132.0
16034,input,train,log_18756_1708943240.xes,11.187308282208589,14.0,3562.0,5216.0
16035,input,train,log_14782_1708943179.xes,3.3734718826405867,12.0,33.0,6544.0
16036,input,train,log_16899_1708943170.xes,15.246864686468648,13.0,4531.0,6060.0
16037,input,train,log_16501_1708943241.xes,8.95451424648129,6.0,265.0,5826.0
16038,input,train,log_14942_1708943178.xes,5.4878482513337286,12.0,583.0,6748.0
16039,input,train,log_16568_1708943185.xes,1.6559336099585062,13.0,636.0,6025.0
16040,input,train,log_17650_1708943179.xes,3.9146366854049552,11.0,1787.0,4803.0
16041,input,train,log_17573_1708943177.xes,10.078647267007472,12.0,1323.0,5086.0
16042,input,train,log_15903_1708943179.xes,2.7494348808902798,11.0,1305.0,5751.0
16043,input,train,log_18672_1708943240.xes,18.499709133216985,12.0,1378.0,3438.0
16044,input,train,log_19321_1708943178.xes,6.105448154657293,14.0,1619.0,5690.0
16045,input,train,log_18842_1708943240.xes,7.793855302279485,13.0,4943.0,7063.0
16046,input,train,log_17402_1708943185.xes,2.6187723644371044,12.0,53.0,3633.0
16047,input,train,log_19069_1708943176.xes,15.958721704394142,12.0,1546.0,3004.0
16048,input,train,log_18820_1708943177.xes,9.423491583128428,10.0,1911.0,5287.0
16049,input,train,log_15407_1708943178.xes,5.8173076923076925,14.0,679.0,5720.0
16050,input,train,log_18823_1708943185.xes,3.980421686746988,12.0,1400.0,3984.0
16051,input,train,log_18003_1708943236.xes,9.858669069378298,13.0,4043.0,7769.0
16052,input,train,log_15736_1708943178.xes,5.944444444444445,11.0,2417.0,5238.0
16053,input,train,log_16486_1708943186.xes,2.9915590863952333,6.0,4.0,4028.0
16054,input,train,log_17238_1708943185.xes,5.413016656384948,6.0,1047.0,3242.0
16055,input,train,log_15238_1708943177.xes,5.54964692318778,8.0,2589.0,6939.0
16056,input,train,log_19237_1708943177.xes,7.967443345036706,8.0,2776.0,6266.0
16057,input,train,log_15571_1708943184.xes,6.537883531621791,13.0,599.0,3194.0
16058,input,train,log_15102_1708943184.xes,7.0,7.0,40.0,3261.0
16059,input,train,log_16150_1708943185.xes,2.384757505773672,11.0,1105.0,4330.0
16060,input,train,log_16234_1708943185.xes,3.5434397163120566,6.0,24.0,4512.0
16061,input,train,log_16650_1708943180.xes,3.7077582103760114,6.0,295.0,2101.0
16062,input,train,log_19154_1708943179.xes,4.0,6.0,15.0,6604.0
16063,input,train,log_18487_1708943177.xes,6.118054437107425,9.0,2572.0,6209.0
16064,input,train,log_15739_1708943185.xes,4.935336976320583,12.0,689.0,3294.0
16065,input,train,log_14112_1708943179.xes,5.979792361883574,10.0,1353.0,5394.0
16066,input,train,log_15658_1708943186.xes,2.410458251335395,11.0,546.0,3557.0
16067,input,train,log_19240_1708943184.xes,9.604554865424431,11.0,656.0,2898.0
16068,input,train,log_15036_1708943184.xes,5.0,6.0,26.0,4608.0
16069,input,train,log_15826_1708943184.xes,4.11254295532646,8.0,939.0,5820.0
16070,input,train,log_14699_1708943176.xes,7.414645308924485,7.0,1850.0,6555.0
16071,input,train,log_17486_1708943177.xes,11.024616482340349,12.0,1961.0,5606.0
16072,input,train,log_19919_1708943238.xes,10.244892286309938,13.0,2922.0,7195.0
16073,input,train,log_16065_1708943180.xes,4.474769914312916,7.0,653.0,3151.0
16074,input,train,log_16811_1708943178.xes,7.69794319294809,14.0,2775.0,5105.0
16075,input,train,log_14943_1708943181.xes,7.050875729774813,6.0,287.0,1199.0
16076,input,train,log_18488_1708943180.xes,5.031789638932496,11.0,20.0,2548.0
16077,input,train,log_16400_1708943176.xes,7.068475264761352,11.0,2029.0,6893.0
16078,input,train,log_17904_1708943187.xes,6.0,6.0,4.0,3717.0
16079,input,train,log_15568_1708943179.xes,7.014655760054533,6.0,12.0,5868.0
16080,input,train,log_15902_1708943176.xes,7.285640695428204,7.0,330.0,7765.0
16081,input,train,log_15157_1708943177.xes,10.612391304347826,9.0,1400.0,4600.0
16082,input,train,log_17987_1708943179.xes,2.836911732812839,6.0,688.0,4611.0
16083,input,train,log_18071_1708943185.xes,3.280536912751678,7.0,39.0,5960.0
16084,input,train,log_17902_1708943182.xes,2.6566806470940683,9.0,38.0,1669.0
16085,input,train,log_18069_1708943178.xes,11.05358615004122,13.0,2605.0,4852.0
16086,input,train,log_19490_1708943185.xes,4.635661764705882,11.0,1167.0,5440.0
16087,input,train,log_18659_1708943186.xes,15.018230925050641,12.0,666.0,1481.0
16088,input,train,log_17984_1708943167.xes,33.778223112892455,12.0,3815.0,4491.0
16089,input,train,log_16484_1708943180.xes,4.092952612393682,11.0,1390.0,3292.0
16090,input,train,log_14612_1708943178.xes,6.61589613679544,8.0,202.0,6316.0
16091,input,train,log_14945_1708943186.xes,7.0,8.0,23.0,3657.0
16092,input,train,log_19241_1708943186.xes,5.176374077112388,6.0,72.0,3657.0
16093,input,train,log_14613_1708943181.xes,6.029139072847682,6.0,272.0,1510.0
16094,input,train,log_15159_1708943184.xes,6.3768115942028984,8.0,7.0,6072.0
16095,input,train,log_18570_1708943176.xes,6.827141580492787,12.0,2858.0,7833.0
16096,input,train,log_15408_1708943180.xes,4.03396674584323,12.0,1413.0,4210.0
16097,input,train,log_17651_1708943181.xes,3.3398533007334965,14.0,691.0,3272.0
16098,input,train,log_18157_1708943184.xes,4.417190775681342,7.0,10.0,7632.0
16099,input,train,log_17153_1708943186.xes,7.260567148207597,11.0,82.0,3738.0
16100,input,train,log_17654_1708943185.xes,6.0,6.0,6.0,6064.0
16101,input,train,log_17319_1708943177.xes,10.471297554347826,12.0,2448.0,5888.0
16102,input,train,log_16401_1708943181.xes,4.505057316250843,8.0,1109.0,2966.0
16103,input,train,log_15339_1708943236.xes,21.86739085878254,15.0,2381.0,4879.0
16104,input,train,log_14279_1708943183.xes,7.983856816985436,8.0,34.0,5699.0
16105,input,train,log_19322_1708943181.xes,5.337360594795539,11.0,261.0,3228.0
16106,input,train,log_17818_1708943176.xes,9.06035587188612,13.0,4173.0,7025.0
16107,input,train,log_15486_1708943179.xes,4.369065100342634,12.0,1359.0,6129.0
16108,input,train,log_17236_1708943181.xes,6.016638935108153,7.0,610.0,3005.0
16109,input,train,log_15101_1708943183.xes,4.7619961612284065,12.0,358.0,1042.0
16110,input,train,log_16007_1708943239.xes,15.697323041550337,12.0,2620.0,6089.0
16111,input,train,log_16066_1708943182.xes,3.9747925973197193,5.0,674.0,3134.0
16112,input,train,log_18821_1708943180.xes,10.671541742839732,11.0,614.0,3282.0
16113,input,train,log_18903_1708943176.xes,11.329657902176987,13.0,1299.0,7074.0
16114,input,train,log_15656_1708943183.xes,2.4192764578833694,7.0,6.0,3704.0
16115,input,train,log_19070_1708943179.xes,5.798510388083105,14.0,930.0,5102.0
16116,input,train,log_15569_1708943181.xes,2.3668514624354806,10.0,991.0,5231.0
16117,input,train,log_19071_1708943182.xes,3.4951758481170248,6.0,4.0,3213.0
16118,input,train,log_16483_1708943175.xes,11.266369710467705,13.0,2647.0,6735.0
16119,input,train,log_17150_1708943182.xes,5.474792597319719,8.0,1311.0,3134.0
16120,input,train,log_15410_1708943185.xes,6.0,6.0,2.0,6556.0
16121,input,train,log_18988_1708943177.xes,12.376738305941846,12.0,3520.0,5537.0
16122,input,train,log_16903_1708943180.xes,3.6990754117307136,10.0,2120.0,6922.0
16123,input,train,log_16402_1708943182.xes,2.7509598157153827,12.0,119.0,3907.0
16124,input,train,log_17901_1708943178.xes,7.788331280788177,14.0,5220.0,6496.0
16125,input,train,log_18656_1708943183.xes,4.843800322061192,6.0,472.0,2484.0
16126,input,train,log_18322_1708943184.xes,9.606525037936267,11.0,2354.0,6590.0
16127,input,train,log_17652_1708943182.xes,6.0,6.0,1.0,2636.0
16128,input,train,log_16904_1708943182.xes,5.005381449825895,11.0,173.0,3159.0
16129,input,train,log_18253_1708943239.xes,13.009185856297973,12.0,6557.0,7947.0
16130,input,train,log_15570_1708943183.xes,4.996226415094339,7.0,2.0,2650.0
16131,input,train,log_16148_1708943180.xes,4.707999254148797,11.0,2172.0,5363.0
16132,input,train,log_17151_1708943183.xes,4.387312186978297,7.0,842.0,2396.0
16133,input,train,log_14784_1708943183.xes,2.635663338088445,6.0,392.0,3505.0
16134,input,train,log_16232_1708943179.xes,5.464885954381753,6.0,1171.0,6664.0
16135,input,train,log_15990_1708943183.xes,18.487035225048924,12.0,3533.0,4088.0
16136,input,train,log_16317_1708943179.xes,5.933153638814016,8.0,6.0,5565.0
16137,input,train,log_17574_1708943181.xes,6.0,7.0,16.0,4178.0
16138,input,train,log_15505_1708943238.xes,13.318572195383789,15.0,3279.0,7452.0
16139,input,train,log_19573_1708943184.xes,5.364495798319328,9.0,2504.0,7616.0
16140,input,train,log_15322_1708943181.xes,4.9936208216381734,6.0,677.0,3919.0
16141,input,train,log_18571_1708943181.xes,4.002694271128758,13.0,447.0,7052.0
16142,input,train,log_14783_1708943181.xes,7.518267223382046,7.0,13.0,3832.0
16143,input,train,log_15737_1708943180.xes,5.90811320754717,13.0,2663.0,5300.0
16144,input,train,log_15324_1708943184.xes,5.974395651551996,8.0,2722.0,6991.0
16145,input,train,log_18403_1708943177.xes,17.4798418972332,12.0,2622.0,3795.0
16146,input,train,log_19239_1708943184.xes,3.000963081861958,7.0,10.0,3115.0
16147,input,train,log_18822_1708943182.xes,2.283247500757346,6.0,10.0,6602.0
16148,input,train,log_18238_1708943184.xes,5.632967327262989,6.0,63.0,7468.0
16149,input,train,log_15655_1708943180.xes,5.908886194353022,8.0,10.0,5773.0
16150,input,train,log_17400_1708943179.xes,9.10601298973392,11.0,2068.0,4773.0
16151,input,train,log_15239_1708943181.xes,5.241804859236406,12.0,510.0,5186.0
16152,input,train,log_14526_1708943177.xes,8.527240533914465,9.0,3275.0,7342.0
16153,input,train,log_19155_1708943181.xes,6.99551234106208,8.0,1570.0,4011.0
16154,input,train,log_18236_1708943179.xes,13.029443254817988,7.0,623.0,3736.0
16155,input,train,log_18655_1708943179.xes,9.784776318718006,10.0,1656.0,4493.0
16156,input,train,log_15323_1708943184.xes,6.0,6.0,2.0,3036.0
16157,input,train,log_14700_1708943179.xes,7.005793539325842,12.0,2234.0,5696.0
16158,input,train,log_19324_1708943185.xes,19.249010180995477,13.0,3614.0,7072.0
16159,input,train,log_19238_1708943181.xes,6.72595436127106,12.0,51.0,4689.0
16160,input,train,log_16813_1708943186.xes,8.50375816993464,10.0,864.0,6120.0
16161,input,train,log_15825_1708943183.xes,6.0,6.0,1.0,3354.0
16162,input,train,log_18657_1708943184.xes,7.002523659305994,11.0,716.0,1585.0
16163,input,train,log_18989_1708943182.xes,6.0,7.0,3.0,5117.0
16164,input,train,log_18237_1708943182.xes,6.9941798941798945,8.0,1163.0,3780.0
16165,input,train,log_14946_1708943188.xes,2.8424839076107533,8.0,5.0,2641.0
16166,input,train,log_17237_1708943182.xes,4.439970850792494,9.0,18.0,5489.0
16167,input,train,log_16652_1708943185.xes,6.4336002033295205,8.0,12.0,7869.0
16168,input,train,log_15904_1708943181.xes,9.78687605159843,12.0,1736.0,3566.0
16169,input,train,log_15035_1708943183.xes,3.5344749887336637,11.0,121.0,4438.0
16170,input,train,log_17653_1708943184.xes,5.445117845117845,11.0,597.0,2970.0
16171,input,train,log_19489_1708943183.xes,10.591703056768559,10.0,1715.0,2290.0
16172,input,train,log_15989_1708943179.xes,7.312387791741473,12.0,1504.0,7241.0
16173,input,train,log_16567_1708943182.xes,2.9330788804071246,6.0,31.0,7860.0
16174,input,train,log_16651_1708943182.xes,12.40307603017992,13.0,1661.0,3446.0
16175,input,train,log_18070_1708943182.xes,3.735749780765858,6.0,1328.0,6842.0
16176,input,train,log_19156_1708943184.xes,4.02673950546291,7.0,827.0,3478.0
16177,input,train,log_17594_1708943235.xes,1.9721170395869192,9.0,341.0,2905.0
16178,input,train,log_17172_1708943234.xes,4.5653526970954355,11.0,139.0,2892.0
16179,input,train,log_16233_1708943183.xes,5.599463567277604,7.0,1915.0,4474.0
16180,input,train,log_17090_1708943235.xes,1.928021327014218,12.0,467.0,3376.0
16181,input,train,log_18740_1708943184.xes,8.061000970469985,8.0,3454.0,7213.0
16182,input,train,log_16566_1708943178.xes,9.98986111111111,12.0,665.0,7200.0
16183,input,train,log_15100_1708943179.xes,6.414647577092511,8.0,2698.0,7264.0
16184,input,train,log_18990_1708943184.xes,2.6181960784313727,9.0,749.0,6375.0
16185,input,train,log_17401_1708943182.xes,5.380803664376431,11.0,2097.0,4803.0
16186,input,train,log_16081_1708943236.xes,2.420094007050529,11.0,440.0,1702.0
16187,input,train,log_18906_1708943188.xes,6.0,6.0,4.0,3286.0
16188,input,train,log_17575_1708943183.xes,6.932489451476793,6.0,13.0,5214.0
16189,input,train,log_16419_1708943235.xes,6.58368,11.0,522.0,3125.0
16190,input,train,log_16403_1708943184.xes,9.523081201334817,13.0,3223.0,7192.0
16191,input,train,log_15824_1708943179.xes,8.958908667443021,7.0,32.0,6011.0
16192,input,train,log_18572_1708943184.xes,2.9875271149674623,6.0,11.0,7376.0
16193,input,train,log_18840_1708943234.xes,3.0629213483146067,12.0,1390.0,5340.0
16194,input,train,log_19323_1708943182.xes,4.321068056007815,7.0,1052.0,6142.0
16195,input,train,log_16750_1708943234.xes,5.994428152492668,6.0,627.0,3410.0
16196,input,train,log_15921_1708943237.xes,17.486349986349985,14.0,3151.0,7326.0
16197,input,train,log_15738_1708943183.xes,8.029450433867998,8.0,1609.0,3803.0
16198,input,train,log_15752_1708943236.xes,4.5215131388969105,6.0,966.0,3463.0
16199,input,train,log_19917_1708943235.xes,5.023890784982935,6.0,872.0,2930.0
16200,input,train,log_18156_1708943178.xes,7.918433244419486,12.0,2706.0,7123.0
16201,input,train,log_19918_1708943237.xes,4.0,6.0,6.0,1233.0
16202,input,train,log_17152_1708943184.xes,5.651741293532338,7.0,16.0,4422.0
16203,input,train,log_17149_1708943175.xes,15.127220630372493,13.0,2172.0,6980.0
16204,input,train,log_19758_1708943236.xes,3.6978319783197833,11.0,862.0,4428.0
16205,input,train,log_18072_1708943187.xes,6.002058672156459,9.0,941.0,3886.0
16206,input,train,log_15487_1708943182.xes,4.355388616006935,13.0,1813.0,6922.0
16207,input,train,log_16149_1708943182.xes,4.431643424996742,7.0,576.0,7673.0
16208,input,train,log_17321_1708943188.xes,6.497524752475248,11.0,277.0,4848.0
16209,input,train,log_14278_1708943179.xes,23.338930348258707,14.0,1887.0,3216.0
16210,input,train,log_15920_1708943236.xes,11.543110394842868,12.0,350.0,1241.0
16211,input,train,log_17073_1708943187.xes,7.0691268191268195,7.0,22.0,3848.0
16212,input,train,log_15674_1708943236.xes,10.857516339869282,11.0,1208.0,1530.0
16213,input,train,log_15504_1708943237.xes,1.9374855824682815,11.0,32.0,4335.0
16214,input,train,log_15409_1708943182.xes,5.987773967496645,7.0,1285.0,6707.0
16215,input,train,log_15174_1708943236.xes,5.005819158460161,5.0,408.0,2234.0
16216,input,train,log_19677_1708943235.xes,11.519473950429944,12.0,1249.0,1977.0
16217,input,train,log_14944_1708943182.xes,7.958978723404256,12.0,912.0,5875.0
16218,input,train,log_19837_1708943237.xes,4.0,6.0,8.0,1493.0
16219,input,train,log_18321_1708943179.xes,9.527227722772277,12.0,2378.0,7676.0
16220,input,train,log_17738_1708943181.xes,8.801926117579416,8.0,3379.0,6957.0
16221,input,train,log_17320_1708943181.xes,13.103939184519696,13.0,2822.0,7235.0
16222,input,train,log_16332_1708943235.xes,4.188182290764166,12.0,1422.0,5771.0
16223,input,train,log_19341_1708943235.xes,4.789296998420221,12.0,442.0,5064.0
16224,input,train,log_18338_1708943236.xes,2.61419842886238,11.0,194.0,6874.0
16225,input,train,log_17673_1708943237.xes,3.4773082942097027,12.0,775.0,2556.0
16226,input,train,log_17920_1708943237.xes,3.3845291479820627,10.0,1035.0,3568.0
16227,input,train,log_14614_1708943182.xes,5.52428988585081,7.0,2338.0,7534.0
16228,input,train,log_15158_1708943181.xes,11.470519556333917,11.0,917.0,5139.0
16229,input,train,log_15034_1708943179.xes,10.645579506404248,13.0,1128.0,6402.0
16230,input,train,log_19342_1708943237.xes,7.418423106947697,12.0,882.0,1281.0
16231,input,train,log_16485_1708943182.xes,11.53485576923077,13.0,2629.0,4160.0
16232,input,train,log_19420_1708943235.xes,5.020571676050238,13.0,2050.0,4618.0
16233,input,train,log_16666_1708943238.xes,1.9387096774193548,7.0,8.0,4030.0
16234,input,train,log_15422_1708943234.xes,6.339267719180383,7.0,2186.0,5954.0
16235,input,train,log_16812_1708943181.xes,7.426472607441988,9.0,93.0,7283.0
16236,input,train,log_18171_1708943237.xes,12.84842105263158,11.0,730.0,1425.0
16237,input,train,log_17001_1708943236.xes,17.496369636963696,12.0,1265.0,1515.0
16238,input,train,log_18339_1708943239.xes,2.6976029502151198,6.0,254.0,1627.0
16239,input,train,log_18489_1708943182.xes,15.491680532445923,12.0,1153.0,3606.0
16240,input,train,log_17672_1708943234.xes,3.497039897039897,8.0,950.0,7770.0
16241,input,train,log_19258_1708943237.xes,5.091214953271028,15.0,732.0,2675.0
16242,input,train,log_19585_1708943236.xes,9.343060498220641,11.0,1549.0,2810.0
16243,input,train,log_19007_1708943234.xes,6.0,7.0,226.0,6132.0
16244,input,train,log_17002_1708943238.xes,5.991065730695596,6.0,349.0,1567.0
16245,input,train,log_19072_1708943184.xes,15.72242206235012,12.0,3024.0,6672.0
16246,input,train,log_18920_1708943237.xes,7.71301775147929,11.0,691.0,2028.0
16247,input,train,log_15676_1708943239.xes,8.02143522833178,11.0,734.0,1073.0
16248,input,train,log_16164_1708943235.xes,5.999615975422427,6.0,1401.0,5208.0
16249,input,train,log_16165_1708943237.xes,6.0,6.0,3.0,2784.0
16250,input,train,log_15675_1708943238.xes,4.511002444987775,12.0,261.0,2863.0
16251,input,train,log_16318_1708943183.xes,17.013012181616833,13.0,2214.0,3612.0
16252,input,train,log_18739_1708943180.xes,11.028526148969888,12.0,4578.0,6310.0
16253,input,train,log_17819_1708943181.xes,12.12282309807516,12.0,4227.0,5455.0
16254,input,train,log_18170_1708943234.xes,14.900709219858156,12.0,909.0,2961.0
16255,input,train,log_16916_1708943234.xes,5.592111368909513,7.0,112.0,6465.0
16256,input,train,log_16333_1708943238.xes,4.555290915277305,11.0,850.0,2939.0
16257,input,train,log_19172_1708943234.xes,12.657636302065695,14.0,2523.0,2953.0
16258,input,train,log_15586_1708943235.xes,7.002312867956266,7.0,930.0,4756.0
16259,input,train,log_18503_1708943235.xes,4.108902333621435,13.0,1692.0,6942.0
16260,input,train,log_18404_1708943182.xes,15.299182189913676,12.0,3198.0,4402.0
16261,input,train,log_19343_1708943239.xes,8.97922568460812,11.0,679.0,1059.0
16262,input,train,log_15423_1708943237.xes,9.596401028277635,11.0,786.0,2334.0
16263,input,train,log_17903_1708943182.xes,10.239695506869662,12.0,3810.0,5386.0
16264,input,train,log_19174_1708943239.xes,7.0,7.0,3.0,1012.0
16265,input,train,log_15258_1708943236.xes,5.013138376774741,12.0,1136.0,4719.0
